jittered_title,seed_title,onet_code,onet_name
Electro-Mechanic Technician - Electrical & Mechanical Troubleshooting,Electro-Mechanic,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Senior Electro-Mechanic - Automation & Control Systems,Electro-Mechanic,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Electro-Mechanic - Marine Industry (Experience with Electrical & Mechanical Systems),Electro-Mechanic,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Electro-Mechanic - Renewable Energy (Wind Turbine Maintenance & Repair),Electro-Mechanic,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Diamond Polisher - High End Jewelry Manufacturer (NYC),Diamond Polisher,51-9071.06,Gem and Diamond Workers
Experienced Diamond Polisher Wanted - Competitive Pay & Benefits,Diamond Polisher,51-9071.06,Gem and Diamond Workers
"Diamond Polisher (Entry Level) - Training Provided, Diamond District",Diamond Polisher,51-9071.06,Gem and Diamond Workers
Senior Diamond Polisher - Lead Our Team of Expert Craftsmen,Diamond Polisher,51-9071.06,Gem and Diamond Workers
Diamond Polisher Opportunity - Grow with Our Dynamic Company (Los Angeles),Diamond Polisher,51-9071.06,Gem and Diamond Workers
General Counsel & Corporate Secretary - Leading Biotech Firm,General Counsel,23-1011.00,Lawyers
Vice President & General Counsel - Real Estate Investment Trust (REIT),General Counsel,23-1011.00,Lawyers
General Counsel - Fintech Startup (Remote Work Options),General Counsel,23-1011.00,Lawyers
"Deputy General Counsel, Litigation - Fortune 500 Company",General Counsel,23-1011.00,Lawyers
General Counsel - Non-Profit Organization (Washington D.C.),General Counsel,23-1011.00,Lawyers
A&P Technician - Aviation Maintenance (Sign-On Bonus + Benefits),A&P Technician (Airframe and Powerplant Technician),51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
Lead A&P Technician (Airframe and Powerplant) - MRO Facility,A&P Technician (Airframe and Powerplant Technician),51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
"A&P Technician (Entry Level) - On-the-Job Training, Competitive Pay",A&P Technician (Airframe and Powerplant Technician),51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
Senior A&P Technician - Oversee Our Team of Aircraft Mechanics,A&P Technician (Airframe and Powerplant Technician),51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
A&P Technician Opportunity - Work on Various Aircraft Types (Rotary & Fixed Wing),A&P Technician (Airframe and Powerplant Technician),51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
VP of Sales and Marketing - Medical Device Industry (Boston),Sales and Marketing Vice President (Sales and Marketing VP),11-2022.00,Sales Managers
Sales and Marketing Vice President - E-Commerce Startup (San Francisco),Sales and Marketing Vice President (Sales and Marketing VP),11-2022.00,Sales Managers
"Senior Vice President, Sales & Marketing - Global Advertising Agency",Sales and Marketing Vice President (Sales and Marketing VP),11-2022.00,Sales Managers
Sales and Marketing VP - Growing Software Company (Remote Work Options),Sales and Marketing Vice President (Sales and Marketing VP),11-2022.00,Sales Managers
"Executive Vice President, Sales & Marketing - Leading Retail Brand",Sales and Marketing Vice President (Sales and Marketing VP),11-2022.00,Sales Managers
Employment Services Case Manager - Job Placement Specialist (Non-Profit),Employment Services Case Manager,21-1015.00,Rehabilitation Counselors
"Case Manager, Employment Services - Government Agency (Chicago)",Employment Services Case Manager,21-1015.00,Rehabilitation Counselors
Employment Services Case Manager - Career Counseling & Job Coaching,Employment Services Case Manager,21-1015.00,Rehabilitation Counselors
"Senior Case Manager, Employment Services - Program Development & Oversight",Employment Services Case Manager,21-1015.00,Rehabilitation Counselors
Employment Services Case Manager - Workforce Development Program (Part-Time),Employment Services Case Manager,21-1015.00,Rehabilitation Counselors
Academic Hospitalist - Nocturnist Opportunity,Academic Hospitalist,29-1229.02,Hospitalists
Hospital Medicine Academic Faculty - Assistant/Associate Professor,Academic Hospitalist,29-1229.02,Hospitalists
Lead Academic Hospitalist - Department of Medicine,Academic Hospitalist,29-1229.02,Hospitalists
Academic Hospitalist Position - Research Opportunities Available,Academic Hospitalist,29-1229.02,Hospitalists
Assistant Professor of Medicine - Academic Hospitalist (Internal Medicine),Academic Hospitalist,29-1229.02,Hospitalists
Physiatrist - PM&R Physician - Outpatient Opportunity,Physiatrist,29-1229.04,Physical Medicine and Rehabilitation Physicians
Interventional Physiatrist - Pain Management,Physiatrist,29-1229.04,Physical Medicine and Rehabilitation Physicians
Physiatrist Needed - Inpatient Rehabilitation Unit,Physiatrist,29-1229.04,Physical Medicine and Rehabilitation Physicians
Physical Medicine and Rehabilitation (PM&R) Physician - Physiatrist,Physiatrist,29-1229.04,Physical Medicine and Rehabilitation Physicians
Physiatrist Opportunity - Academic Medical Center,Physiatrist,29-1229.04,Physical Medicine and Rehabilitation Physicians
Activity Assistant - Part Time (Weekends) - Senior Living,Activity Assistant,39-9032.00,Recreation Workers
Life Enrichment Assistant/Activity Assistant - Full Time,Activity Assistant,39-9032.00,Recreation Workers
Activity Assistant - Assisted Living Facility - FT/PT,Activity Assistant,39-9032.00,Recreation Workers
Recreation Activity Assistant - Adult Day Program,Activity Assistant,39-9032.00,Recreation Workers
Activity Assistant (Memory Care) - Join Our Compassionate Team,Activity Assistant,39-9032.00,Recreation Workers
Direct Care Supervisor - Residential Program (Overnight),Direct Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
"Supervisor, Direct Care - Community Based Services",Direct Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
Direct Care Shift Supervisor - Group Home Setting,Direct Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
Direct Support Professional (DSP) Supervisor - Day Program,Direct Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
Residential Direct Care Supervisor - Developmental Disabilities,Direct Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
Mental Health Technician (MHT) - Crisis Unit - Full Time,Mental Health Technician (MHT),29-2053.00,Psychiatric Technicians
Psychiatric Technician - Mental Health Technician (MHT) - PRN,Mental Health Technician (MHT),29-2053.00,Psychiatric Technicians
Behavioral Health Technician/Mental Health Technician (MHT) - Adult Services,Mental Health Technician (MHT),29-2053.00,Psychiatric Technicians
Mental Health Tech (MHT) - Inpatient Psychiatric Unit - Nights,Mental Health Technician (MHT),29-2053.00,Psychiatric Technicians
Certified Mental Health Technician (CMHT) - Residential Treatment Center,Mental Health Technician (MHT),29-2053.00,Psychiatric Technicians
"Publishing Specialist - Desktop (InDesign, Illustrator, Photoshop)",Desktop Publishing Specialist,43-9031.00,Desktop Publishers
"Desktop Publishing Specialist - Part-Time, Freelance Opportunity",Desktop Publishing Specialist,43-9031.00,Desktop Publishers
Senior Desktop Publishing Specialist - Marketing Materials,Desktop Publishing Specialist,43-9031.00,Desktop Publishers
Desktop Publishing and Design Specialist - Creative Team,Desktop Publishing Specialist,43-9031.00,Desktop Publishers
Desktop Publishing Specialist (Temporary) - Immediate Start,Desktop Publishing Specialist,43-9031.00,Desktop Publishers
IT Manager (Information Technology) - Managed Services,IT Manager (Information Technology Manager),15-1299.09,Information Technology Project Managers
Assistant IT Manager - Network Administration and Support,IT Manager (Information Technology Manager),15-1299.09,Information Technology Project Managers
IT Manager - Cloud Infrastructure and Cybersecurity,IT Manager (Information Technology Manager),15-1299.09,Information Technology Project Managers
"Senior Manager, Information Technology (IT) - Global Operations",IT Manager (Information Technology Manager),15-1299.09,Information Technology Project Managers
"IT Manager (Contract) - Short-Term Project, Competitive Rate",IT Manager (Information Technology Manager),15-1299.09,Information Technology Project Managers
"Environmental Sampling Technician - Field Work, Laboratory Testing",Environmental Sampling Technician,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
"Sampling Technician - Environmental Monitoring, Water Quality",Environmental Sampling Technician,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
Junior Environmental Sampling Technician - Training Provided,Environmental Sampling Technician,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
"Environmental Technician - Sampling, Field Measurements, Reporting",Environmental Sampling Technician,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
"Senior Environmental Sampling Technician - Team Lead, Project Management",Environmental Sampling Technician,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
"Etch Operator - Chemical Etching, Metal Finishing",Etcher,51-9194.00,Etchers and Engravers
"Etcher - Glass, Metal, or Plastic Etching (Artist/Designer)",Etcher,51-9194.00,Etchers and Engravers
"Etching Technician - Semiconductor Manufacturing, Cleanroom",Etcher,51-9194.00,Etchers and Engravers
"CNC Etcher - Laser Engraving, Sign Making, Custom Designs",Etcher,51-9194.00,Etchers and Engravers
"Etcher/Welder - Metal Fabrication, Custom Parts Manufacturing",Etcher,51-9194.00,Etchers and Engravers
"Speech Language Assistant - Pediatric Therapy, Autism Support",Speech Assistant,31-9099.01,Speech-Language Pathology Assistants
"Speech Assistant - Research Study, Speech Recognition Technology",Speech Assistant,31-9099.01,Speech-Language Pathology Assistants
Assistant Speech Therapist - Speech and Language Pathology,Speech Assistant,31-9099.01,Speech-Language Pathology Assistants
"Speech and Language Assistant - Educational Setting, Special Needs",Speech Assistant,31-9099.01,Speech-Language Pathology Assistants
"Speech Therapy Assistant - Part-Time, Home Health Care Setting",Speech Assistant,31-9099.01,Speech-Language Pathology Assistants
Chief Medical Examiner - Forensic Pathology,Medical Examiner,13-1041.06,Coroners
Deputy Medical Examiner - Part-Time Opportunity,Medical Examiner,13-1041.06,Coroners
Medical Examiner Investigator (MEI) - Death Scene Investigations,Medical Examiner,13-1041.06,Coroners
Medical Examiner (M.D. or D.O.) - Full-Time Position Available,Medical Examiner,13-1041.06,Coroners
Forensic Medical Examiner - Expert Testimony and Case Review,Medical Examiner,13-1041.06,Coroners
Journeyman Electrical Lineman - Transmission Line Crew,Electrical Lineman,49-9051.00,Electrical Power-Line Installers and Repairers
Electrical Lineman (Apprentice) - 4-Year Program,Electrical Lineman,49-9051.00,Electrical Power-Line Installers and Repairers
"Electrical Lineman - Troubleman, $40-$60/hr",Electrical Lineman,49-9051.00,Electrical Power-Line Installers and Repairers
Lead Electrical Lineman - Distribution Line Construction,Electrical Lineman,49-9051.00,Electrical Power-Line Installers and Repairers
Electrical Lineman - Storm Restoration Team (Travel Required),Electrical Lineman,49-9051.00,Electrical Power-Line Installers and Repairers
Fryer Operator - Food Manufacturing Plant,Fryer,35-2011.00,"Cooks, Fast Food"
Industrial Fryer Technician - Maintenance and Repair,Fryer,35-2011.00,"Cooks, Fast Food"
Continuous Fryer Operator - Snack Food Production,Fryer,35-2011.00,"Cooks, Fast Food"
Fryer Cook - High-Volume Restaurant Kitchen,Fryer,35-2011.00,"Cooks, Fast Food"
Fryer Specialist - Equipment Installation and Training,Fryer,35-2011.00,"Cooks, Fast Food"
Assistant Professor of Art History - Modern and Contemporary,Art History Professor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Art History Professor - Tenure Track Position,Art History Professor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Associate Professor of Art History - Non-Western Art,Art History Professor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Visiting Professor of Art History - One-Year Appointment,Art History Professor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Professor of Art History and Museum Studies - Graduate Program Director,Art History Professor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Senior Electronic Bench Technician - Aerospace Industry,Electronic Bench Technician,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
Electronic Bench Technician - Repair and Calibration,Electronic Bench Technician,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
Bench Technician - Electronic Component Level Repair,Electronic Bench Technician,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
Electronic Bench Technician - Medical Device Manufacturing,Electronic Bench Technician,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
Principal Electronic Bench Technician - Leadership Opportunity,Electronic Bench Technician,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
Test Technician (Test Tech) - 2nd Shift - Competitive Pay & Benefits,Test Technician (Test Tech),17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Electrical Test Tech - Immediate Hire - Manufacturing Industry,Test Technician (Test Tech),17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Senior Test Technician - Lead Role in R&D,Test Technician (Test Tech),17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Test Tech Opportunity - Work with Cutting-Edge Technology,Test Technician (Test Tech),17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Quality Test Technician - Medical Devices (FDA Regulations),Test Technician (Test Tech),17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
"Gas Bar Attendant - Part-Time, Evenings & Weekends",Gas Attendant,53-6031.00,Automotive and Watercraft Service Attendants
Convenience Store Gas Attendant - Customer Service Focus,Gas Attendant,53-6031.00,Automotive and Watercraft Service Attendants
Gas Station Attendant Wanted - Competitive Wages & Tips,Gas Attendant,53-6031.00,Automotive and Watercraft Service Attendants
Overnight Gas Attendant - Apply Now for Immediate Start,Gas Attendant,53-6031.00,Automotive and Watercraft Service Attendants
Full Service Gas Attendant - Classic Full-Service Station,Gas Attendant,53-6031.00,Automotive and Watercraft Service Attendants
Certified Sterilization Technician - SPD (Surgical Services),Sterilization Technician,31-9093.00,Medical Equipment Preparers
Sterilization Technician - Medical Equipment Preparation,Sterilization Technician,31-9093.00,Medical Equipment Preparers
Central Service Sterilization Tech - Join Our Healthcare Team,Sterilization Technician,31-9093.00,Medical Equipment Preparers
Sterilization Technician Opportunity - Growing Medical Facility,Sterilization Technician,31-9093.00,Medical Equipment Preparers
Sterile Processing Technician - Instrument Sterilization Expert,Sterilization Technician,31-9093.00,Medical Equipment Preparers
Group Fitness Specialist - Personal Training & Classes,Fitness Specialist,39-9031.00,Exercise Trainers and Group Fitness Instructors
Fitness Specialist - Wellness Center (Gym & Studio),Fitness Specialist,39-9031.00,Exercise Trainers and Group Fitness Instructors
Personal Fitness Specialist - 1-on-1 Training & Coaching,Fitness Specialist,39-9031.00,Exercise Trainers and Group Fitness Instructors
Fitness Program Specialist - Corporate Wellness Initiatives,Fitness Specialist,39-9031.00,Exercise Trainers and Group Fitness Instructors
Wellness Fitness Specialist - Community Outreach & Events,Fitness Specialist,39-9031.00,Exercise Trainers and Group Fitness Instructors
Environmental Services Worker - Housekeeping (Hospital Setting),Environmental Services Worker,37-2012.00,Maids and Housekeeping Cleaners
Custodian/Environmental Services Worker - School District,Environmental Services Worker,37-2012.00,Maids and Housekeeping Cleaners
Environmental Services Aide - Janitorial & Sanitation,Environmental Services Worker,37-2012.00,Maids and Housekeeping Cleaners
Hospital Environmental Services Worker - EVS Technician,Environmental Services Worker,37-2012.00,Maids and Housekeeping Cleaners
Environmental Services Specialist - Waste Management & Recycling,Environmental Services Worker,37-2012.00,Maids and Housekeeping Cleaners
Geographer - Spatial Analysis & Mapping (Remote),Geographer,19-3092.00,Geographers
Senior Geographer - Environmental Planning (Government Agency),Geographer,19-3092.00,Geographers
Geography Teacher - High School (Full-Time),Geographer,19-3092.00,Geographers
Geographer (GIS) - Transportation Planning,Geographer,19-3092.00,Geographers
Research Geographer - Climate Change Studies (University Position),Geographer,19-3092.00,Geographers
Certified Cytogenetic Technologist - $40-$60/hour,Certified Cytogenetic Technologist,29-2011.01,Cytogenetic Technologists
"Cytogenetic Technologist (CG) - Full-Time, Day Shift",Certified Cytogenetic Technologist,29-2011.01,Cytogenetic Technologists
Senior Cytogenetic Technologist - Laboratory Leadership,Certified Cytogenetic Technologist,29-2011.01,Cytogenetic Technologists
Cytogenetic Technologist - Molecular Genetics (Entry-Level),Certified Cytogenetic Technologist,29-2011.01,Cytogenetic Technologists
Certified Cytogenetic Technologist - Travel Opportunity (13-Week Contract),Certified Cytogenetic Technologist,29-2011.01,Cytogenetic Technologists
Liquefied Natural Gas (LNG) Plant Operator - Competitive Salary & Benefits,Liquefied Natural Gas Plant Operator (LNG Plant Operator),53-7071.00,Gas Compressor and Gas Pumping Station Operators
LNG Plant Operator - Night Shift (Differential Pay),Liquefied Natural Gas Plant Operator (LNG Plant Operator),53-7071.00,Gas Compressor and Gas Pumping Station Operators
"Senior Operator, LNG Plant - Operations & Maintenance",Liquefied Natural Gas Plant Operator (LNG Plant Operator),53-7071.00,Gas Compressor and Gas Pumping Station Operators
LNG Terminal Operator - Marine & Land Operations,Liquefied Natural Gas Plant Operator (LNG Plant Operator),53-7071.00,Gas Compressor and Gas Pumping Station Operators
Plant Operator (LNG) - Relocation Assistance to Alaska,Liquefied Natural Gas Plant Operator (LNG Plant Operator),53-7071.00,Gas Compressor and Gas Pumping Station Operators
Nursing Instructor - Pediatric Nursing (Tenure-Track),Nursing Instructor,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
Part-Time Nursing Instructor - ADN Program,Nursing Instructor,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
Nursing Instructor - Medical-Surgical Nursing (Full-Time),Nursing Instructor,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
Clinical Nursing Instructor - Mental Health (PRN),Nursing Instructor,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
Nursing Education Instructor - Simulation Lab (Assistant Professor),Nursing Instructor,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
Library Instructor - Information Literacy (Part-Time),Library Instructor,25-1082.00,"Library Science Teachers, Postsecondary"
Instructional Services Librarian - Library Instructor,Library Instructor,25-1082.00,"Library Science Teachers, Postsecondary"
Library Media Instructor - High School (Full-Time),Library Instructor,25-1082.00,"Library Science Teachers, Postsecondary"
Library Instructor - Adult Education (Grant-Funded),Library Instructor,25-1082.00,"Library Science Teachers, Postsecondary"
Online Library Instructor - Reference & Research Services (Remote),Library Instructor,25-1082.00,"Library Science Teachers, Postsecondary"
Emergency Medical Technician (EMT) - Ambulance Driver,Ambulance Driver,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
Ambulance Driver - Part-Time Opportunity in Emergency Services,Ambulance Driver,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
Driver/Ambulance Operator (CDL Required) - $18-$22/hr,Ambulance Driver,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
Non-Emergent Ambulance Driver - Flexible Scheduling Available,Ambulance Driver,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
Ambulance Driver/Wheelchair Van Driver - Full-Time Position Open,Ambulance Driver,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
Stagehand - Theatrical Productions (IATSE),Stagehand,27-4011.00,Audio and Video Technicians
Freelance Stagehand - Concerts and Events,Stagehand,27-4011.00,Audio and Video Technicians
Stagehand/Lighting & Sound Technician - Live Events,Stagehand,27-4011.00,Audio and Video Technicians
Senior Stagehand - Roadhouse and Touring Productions,Stagehand,27-4011.00,Audio and Video Technicians
"Event Stagehand - Setup, Tear Down, and Operations (Variety of Venues)",Stagehand,27-4011.00,Audio and Video Technicians
Wax Molder (Ceramic or Metal) - Manufacturing Environment,Wax Molder,51-4062.00,"Patternmakers, Metal and Plastic"
Experienced Wax Molder Needed - Jewelry Manufacturing,Wax Molder,51-4062.00,"Patternmakers, Metal and Plastic"
Wax Injection Molder - Medical Device Industry,Wax Molder,51-4062.00,"Patternmakers, Metal and Plastic"
Candle Wax Molder - Artisanal Craft Company,Wax Molder,51-4062.00,"Patternmakers, Metal and Plastic"
Investment Wax Molder - Aerospace or Dental Experience Preferred,Wax Molder,51-4062.00,"Patternmakers, Metal and Plastic"
Certified Anesthesia Technician (Cer.A.T.) - Full-Time,Anesthesia Technician,29-1071.01,Anesthesiologist Assistants
"Anesthesia Technician - Surgical Services (Days, No Nights)",Anesthesia Technician,29-1071.01,Anesthesiologist Assistants
Operating Room Anesthesia Technician - Per Diem Opportunity,Anesthesia Technician,29-1071.01,Anesthesiologist Assistants
Anesthesia Tech - Ambulatory Surgery Center (ASC) Setting,Anesthesia Technician,29-1071.01,Anesthesiologist Assistants
Surgical Services Anesthesia Technician - Travel Position (13-Week Assignment),Anesthesia Technician,29-1071.01,Anesthesiologist Assistants
Tour Manager - National Music Acts (Experience Required),Tour Manager,39-7012.00,Travel Guides
Concert Tour Manager - Logistics and Operations,Tour Manager,39-7012.00,Travel Guides
"Tour Manager, International - Extensive Travel (Rock/Pop Genre)",Tour Manager,39-7012.00,Travel Guides
Theatrical Tour Manager - Production and Stage Management,Tour Manager,39-7012.00,Travel Guides
Festival Tour Manager - Event Coordination and Artist Liaison (Seasonal),Tour Manager,39-7012.00,Travel Guides
Elevator Serviceman - Experienced (5+ Years) - Commercial High-Rise,Elevator Serviceman,47-4021.00,Elevator and Escalator Installers and Repairers
Emergency Elevator Repair Technician - On-Call Position,Elevator Serviceman,47-4021.00,Elevator and Escalator Installers and Repairers
Elevator Mechanic/Serviceman - Industrial & Residential,Elevator Serviceman,47-4021.00,Elevator and Escalator Installers and Repairers
Senior Elevator Serviceman - Troubleshooting Expert,Elevator Serviceman,47-4021.00,Elevator and Escalator Installers and Repairers
Elevator Serviceman - Modernization Projects (Temporary Assignment),Elevator Serviceman,47-4021.00,Elevator and Escalator Installers and Repairers
Awards & Recognition Machine Operator - 2nd Shift,Award Machine Operator,51-9194.00,Etchers and Engravers
Engraving Machine Operator - Awards & Personalized Gifts,Award Machine Operator,51-9194.00,Etchers and Engravers
Award Machine Operator - Laser Engraver Experience a Plus,Award Machine Operator,51-9194.00,Etchers and Engravers
Trophy & Award Machine Operator - Entry-Level Opportunity,Award Machine Operator,51-9194.00,Etchers and Engravers
Machine Operator - Awards Manufacturing (Graveyard Shift),Award Machine Operator,51-9194.00,Etchers and Engravers
"File Clerk - Data Entry (Temporary, 3-6 Months)",File Clerk,43-4071.00,File Clerks
Medical File Clerk - Healthcare Experience Required,File Clerk,43-4071.00,File Clerks
Senior File Clerk - Administrative Assistant,File Clerk,43-4071.00,File Clerks
File Clerk - Scanning & Indexing Documents (Part-Time),File Clerk,43-4071.00,File Clerks
File Clerk - Organizing & Maintaining Records (Entry-Level),File Clerk,43-4071.00,File Clerks
Continuous Miner Operator - Coal Mining Experience Necessary,Continuous Miner,47-5041.00,Continuous Mining Machine Operators
Underground Continuous Miner - Safety-Focused Team,Continuous Miner,47-5041.00,Continuous Mining Machine Operators
Miner - Continuous Mining Machine Operation (Night Shift),Continuous Miner,47-5041.00,Continuous Mining Machine Operators
Continuous Miner Technician - Maintenance & Repair,Continuous Miner,47-5041.00,Continuous Mining Machine Operators
Experienced Continuous Miner - Room & Pillar Mining,Continuous Miner,47-5041.00,Continuous Mining Machine Operators
Senior Copy Editor - Publishing House (Magazines & Books),Copy Editor,43-9081.00,Proofreaders and Copy Markers
Copy Editor - Online Content & Blogging (Remote Opportunity),Copy Editor,43-9081.00,Proofreaders and Copy Markers
Copy Editor - Marketing Materials & Advertising (Full-Time),Copy Editor,43-9081.00,Proofreaders and Copy Markers
Junior Copy Editor - Editorial Assistant (Entry-Level),Copy Editor,43-9081.00,Proofreaders and Copy Markers
Freelance Copy Editor - Variety of Topics & Industries (Project-Based),Copy Editor,43-9081.00,Proofreaders and Copy Markers
Petroleum Production Engineer - Drilling & Completion Focus,Petroleum Production Engineer,17-2171.00,Petroleum Engineers
Senior Petroleum Production Engineer - Asset Development Team,Petroleum Production Engineer,17-2171.00,Petroleum Engineers
Offshore Petroleum Production Engineer - International Assignment,Petroleum Production Engineer,17-2171.00,Petroleum Engineers
Petroleum Production Engineer - Reservoir Management (SPE Certification Preferred),Petroleum Production Engineer,17-2171.00,Petroleum Engineers
Lead Petroleum Production Engineer - Unconventional Resources (Eagle Ford Shale),Petroleum Production Engineer,17-2171.00,Petroleum Engineers
Material Requirements Planning (MRP) Manager - Manufacturing Operations,Material Requirements Planning Manager,11-3071.04,Supply Chain Managers
MRP Manager - Global Supply Chain & Logistics,Material Requirements Planning Manager,11-3071.04,Supply Chain Managers
"Senior Manager, Material Requirements Planning - Demand Planning & Forecasting",Material Requirements Planning Manager,11-3071.04,Supply Chain Managers
Material Requirements Planning Manager - ERP Implementation Project,Material Requirements Planning Manager,11-3071.04,Supply Chain Managers
MRP Manager - Procurement & Inventory Control (APICS Certification a Plus),Material Requirements Planning Manager,11-3071.04,Supply Chain Managers
Certified Outpatient Surgery Assistant - Ambulatory Surgery Center,Outpatient Surgery Assistant,31-9092.00,Medical Assistants
"Surgical Assistant - Outpatient Services (Full-Time, Days)",Outpatient Surgery Assistant,31-9092.00,Medical Assistants
Outpatient Surgery Assistant - Orthopedic Specialty Clinic,Outpatient Surgery Assistant,31-9092.00,Medical Assistants
Operating Room Assistant - Outpatient Surgical Services (Part-Time),Outpatient Surgery Assistant,31-9092.00,Medical Assistants
Outpatient Surgery Assistant (CST or CSA Certification Required) - Bilingual,Outpatient Surgery Assistant,31-9092.00,Medical Assistants
College Counselor - Academic Advising & Student Success,College Counselor,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
High School College Counselor - Guidance Department (School Year),College Counselor,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
Senior College Counselor - Transfer Student Services,College Counselor,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
College Counselor - Career Development & Exploration,College Counselor,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
"Associate Director, College Counseling - University Admissions (PhD Preferred)",College Counselor,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
PT Tech (Physical Therapy Technician/Aide) - Outpatient Rehab,PT Tech (Physical Therapy Technician),31-2022.00,Physical Therapist Aides
"Physical Therapy Technician - Inpatient Acute Care (Full-Time, Nights)",PT Tech (Physical Therapy Technician),31-2022.00,Physical Therapist Aides
"PT Technician - Pediatric Therapy Clinic (Part-Time, Afternoons)",PT Tech (Physical Therapy Technician),31-2022.00,Physical Therapist Aides
Certified Physical Therapy Technician - Sports Medicine & Rehabilitation,PT Tech (Physical Therapy Technician),31-2022.00,Physical Therapist Aides
Physical Therapy Aide (PT Tech) - Skilled Nursing Facility (SNF) - $18-$22/hour,PT Tech (Physical Therapy Technician),31-2022.00,Physical Therapist Aides
Certified Professional Ergonomist - Worksite Wellness Expert,Certified Professional Ergonomist,17-2112.01,Human Factors Engineers and Ergonomists
Ergonomics Specialist (CPE) - Corporate Office,Certified Professional Ergonomist,17-2112.01,Human Factors Engineers and Ergonomists
Senior Ergonomist - CPE Certified - Bay Area,Certified Professional Ergonomist,17-2112.01,Human Factors Engineers and Ergonomists
Workplace Ergonomics Consultant - CPE Required,Certified Professional Ergonomist,17-2112.01,Human Factors Engineers and Ergonomists
Certified Professional Ergonomist (CPE) - Occupational Health Team,Certified Professional Ergonomist,17-2112.01,Human Factors Engineers and Ergonomists
History Instructor - High School (AP Courses),History Instructor,25-1125.00,"History Teachers, Postsecondary"
Adjunct Instructor - History Department - Fall Semester,History Instructor,25-1125.00,"History Teachers, Postsecondary"
Instructor of History - Community College,History Instructor,25-1125.00,"History Teachers, Postsecondary"
History Teacher/Instructor - Online Courses (Part-Time),History Instructor,25-1125.00,"History Teachers, Postsecondary"
Visiting Instructor of History - University Setting,History Instructor,25-1125.00,"History Teachers, Postsecondary"
Electronics Mechanic - Industrial Automation,Electronics Mechanic,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
Senior Electronics Mechanic - Avionics Experience Preferred,Electronics Mechanic,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
Electronics Mechanic - Medical Devices (FDA Regulated),Electronics Mechanic,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
